Company Name,Industry,ISIN Code,NSE Ticker,BSE Ticker
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,INE572A01028,JBCHEPHARM.NS,506943
J.K. Cement Ltd.,Construction Materials,INE823G01014,JKCEMENT.NS,532644
JK Lakshmi Cement Ltd.,Construction Materials,INE786A01032,JKLAKSHMI.NS,500380
JK Paper Ltd.,Forest Materials,INE789E01012,JKPAPER.NS,532162
JM Financial Ltd.,Financial Services,INE780C01023,JMFINANCIL.NS,523405
JSW Energy Ltd.,Power,INE121E01018,JSWENERGY.NS,533148
JSW Steel Ltd.,Metals & Mining,INE019A01038,JSWSTEEL.NS,500228
Jamna Auto Industries Ltd.,Automobile and Auto Components,INE039C01032,JAMNAAUTO.NS,520051
Jindal Stainless (Hisar) Ltd.,Capital Goods,INE455T01018,JSLHISAR.NS,539597
Jindal Stainless Ltd.,Metals & Mining,INE220G01021,JSL.NS,532508
Jindal Steel & Power Ltd.,Metals & Mining,INE749A01030,JINDALSTEL.NS,532286
Jubilant Foodworks Ltd.,Consumer Services,INE797F01020,JUBLFOOD.NS,533155
Jubilant Ingrevia Ltd.,Chemicals,INE0BY001018,JUBLINGREA.NS,543271
Jubilant Pharmova Ltd.,Healthcare,INE700A01033,JUBLPHARMA.NS,530019
Justdial Ltd.,Consumer Services,INE599M01018,JUSTDIAL.NS,535648
Jyothy Labs Ltd.,Fast Moving Consumer Goods,INE668F01031,JYOTHYLAB.NS,532926
K.P.R. Mill Ltd.,Textiles,INE930H01031,KPRMILL.NS,532889
KEI Industries Ltd.,Capital Goods,INE878B01027,KEI.NS,517569
KNR Constructions Ltd.,Construction,INE634I01029,KNRCON.NS,532942
KPIT Technologies Ltd.,Information Technology,INE04I401011,KPITTECH.NS,542651
KRBL Ltd.,Fast Moving Consumer Goods,INE001B01026,KRBL.NS,530813
Kajaria Ceramics Ltd.,Consumer Durables,INE217B01036,KAJARIACER.NS,500233
Kalpataru Power Transmission Ltd.,Construction,INE220B01022,KALPATPOWR.NS,522287
Kalyan Jewellers India Ltd.,Consumer Durables,INE303R01014,KALYANKJIL.NS,543278
Kansai Nerolac Paints Ltd.,Consumer Durables,INE531A01024,KANSAINER.NS,500165
Karur Vysya Bank Ltd.,Financial Services,INE036D01028,KARURVYSYA.NS,590003
Kec International Ltd.,Capital Goods,INE389H01022,KEC.NS,532714
Kotak Mahindra Bank Ltd.,Financial Services,INE237A01028,KOTAKBANK.NS,500247
Krishna Institute of Medical Sciences Ltd.,Healthcare,INE967H01017,KIMS.NS,543308
L&T Finance Holdings Ltd.,Financial Services,INE498L01015,L&TFH.NS,533519
L&T Technology Services Ltd.,Information Technology,INE010V01017,LTTS.NS,540115
LIC Housing Finance Ltd.,Financial Services,INE115A01026,LICHSGFIN.NS,500253
Lakshmi Machine Works Ltd.,Capital Goods,INE269B01029,LAXMIMACH.NS,500252
Larsen & Toubro Infotech Ltd.,Information Technology,INE214T01019,LTI.NS,540005
Larsen & Toubro Ltd.,Construction,INE018A01030,LT.NS,500510
Latent View Analytics Ltd.,Information Technology,INE0I7C01011,LATENTVIEW.NS,543398
Laurus Labs Ltd.,Healthcare,INE947Q01028,LAURUSLABS.NS,540222
Laxmi Organic Industries Ltd.,Chemicals,INE576O01020,LXCHEM.NS,543277
Linde India Ltd.,Chemicals,INE473A01011,LINDEINDIA.NS,523457
Lupin Ltd.,Healthcare,INE326A01037,LUPIN.NS,500257
Lux Industries Ltd.,Textiles,INE150G01020,LUXIND.NS,539542
MMTC Ltd.,Services,INE123F01029,MMTC.NS,513377
MOIL Ltd.,Metals & Mining,INE490G01020,MOIL.NS,533286
MRF Ltd.,Automobile and Auto Components,INE883A01011,MRF.NS,500290
MTAR Technologies Ltd.,Capital Goods,INE864I01014,MTARTECH.NS,543270
Macrotech Developers Ltd.,Realty,INE670K01029,LODHA.NS,543287
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,INE002S01010,MGL.NS,539957
Mahindra & Mahindra Financial Services Ltd.,Financial Services,INE774D01024,M&MFIN.NS,532720
Mahindra & Mahindra Ltd.,Automobile and Auto Components,INE101A01026,M&M.NS,500520
Mahindra CIE Automotive Ltd.,Automobile and Auto Components,INE536H01010,MAHINDCIE.NS,532756
Mahindra Holidays & Resorts India Ltd.,Consumer Services,INE998I01010,MHRIL.NS,533088
Mahindra Logistics Ltd.,Services,INE766P01016,MAHLOG.NS,540768
Manappuram Finance Ltd.,Financial Services,INE522D01027,MANAPPURAM.NS,531213
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,INE103A01014,MRPL.NS,500109
Marico Ltd.,Fast Moving Consumer Goods,INE196A01026,MARICO.NS,531642
Maruti Suzuki India Ltd.,Automobile and Auto Components,INE585B01010,MARUTI.NS,532500
Mastek Ltd.,Information Technology,INE759A01021,MASTEK.NS,523704
Max Financial Services Ltd.,Financial Services,INE180A01020,MFSL.NS,500271
Max Healthcare Institute Ltd.,Healthcare,INE027H01010,MAXHEALTH.NS,543220
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,INE249Z01012,MAZDOCK.NS,543237
Medplus Health Services Ltd.,Consumer Services,INE804L01022,MEDPLUS.NS,543427
Metro Brands Ltd.,Consumer Durables,INE317I01021,METROBRAND.NS,543426
Metropolis Healthcare Ltd.,Healthcare,INE112L01020,METROPOLIS.NS,542650
MindTree Ltd.,Information Technology,INE018I01017,MINDTREE.NS,532819
Minda Industries Ltd.,Automobile and Auto Components,INE405E01023,MINDAIND.NS,532539
Motilal Oswal Financial Services Ltd.,Financial Services,INE338I01027,MOTILALOFS.NS,532892
MphasiS Ltd.,Information Technology,INE356A01018,MPHASIS.NS,526299
Multi Commodity Exchange of India Ltd.,Financial Services,INE745G01035,MCX.NS,534091
Muthoot Finance Ltd.,Financial Services,INE414G01012,MUTHOOTFIN.NS,533398
NATCO Pharma Ltd.,Healthcare,INE987B01026,NATCOPHARM.NS,524816
NBCC (India) Ltd.,Construction,INE095N01031,NBCC.NS,534309
NCC Ltd.,Construction,INE868B01028,NCC.NS,500294
NESCO Ltd.,Services,INE317F01035,NESCO.NS,505355
NHPC Ltd.,Power,INE848E01016,NHPC.NS,533098
NLC India Ltd.,Power,INE589A01014,NLCINDIA.NS,513683
NMDC Ltd.,Metals & Mining,INE584A01023,NMDC.NS,526371
NOCIL Ltd.,Chemicals,INE163A01018,NOCIL.NS,500730
NTPC Ltd.,Power,INE733E01010,NTPC.NS,532555
Narayana Hrudayalaya Ltd.,Healthcare,INE410P01011,NH.NS,539551
National Aluminium Co. Ltd.,Metals & Mining,INE139A01034,NATIONALUM.NS,532234
Navin Fluorine International Ltd.,Chemicals,INE048G01026,NAVINFLUOR.NS,532504
Nazara Technologies Ltd.,Media Entertainment & Publication,INE418L01021,NAZARA.NS,543280
Nestle India Ltd.,Fast Moving Consumer Goods,INE239A01016,NESTLEIND.NS,500790
Network18 Media & Investments Ltd.,Media Entertainment & Publication,INE870H01013,NETWORK18.NS,532798
Nippon Life India Asset Management Ltd.,Financial Services,INE298J01013,NAM-INDIA.NS,540767
Nuvoco Vistas Corporation Ltd.,Construction Materials,INE118D01016,NUVOCO.NS,543334
Oberoi Realty Ltd.,Realty,INE093I01010,OBEROIRLTY.NS,533273
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,INE213A01029,ONGC.NS,500312
Oil India Ltd.,Oil Gas & Consumable Fuels,INE274J01014,OIL.NS,533106
One 97 Communications Ltd.,Financial Services,INE982J01020,PAYTM.NS,543396
Oracle Financial Services Software Ltd.,Information Technology,INE881D01027,OFSS.NS,532466
Orient Electric Ltd.,Consumer Durables,INE142Z01019,ORIENTELEC.NS,541301
PB Fintech Ltd.,Financial Services,INE417T01026,POLICYBZR.NS,543390
PCBL Ltd.,Chemicals,INE602A01031,PCBL.NS,506590
PI Industries Ltd.,Chemicals,INE603J01030,PIIND.NS,523642
PNB Housing Finance Ltd.,Financial Services,INE572E01012,PNBHOUSING.NS,540173
PNC Infratech Ltd.,Construction,INE195J01029,PNCINFRA.NS,539150
PVR Ltd.,Media Entertainment & Publication,INE191H01014,PVR.NS,532689
Page Industries Ltd.,Textiles,INE761H01022,PAGEIND.NS,532827
Persistent Systems Ltd.,Information Technology,INE262H01013,PERSISTENT.NS,533179
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,INE347G01014,PETRONET.NS,532522
Pfizer Ltd.,Healthcare,INE182A01018,PFIZER.NS,500680
Phoenix Mills Ltd.,Realty,INE211B01039,PHOENIXLTD.NS,503100
Pidilite Industries Ltd.,Chemicals,INE318A01026,PIDILITIND.NS,500331
Piramal Enterprises Ltd.,Financial Services,INE140A01024,PEL.NS,500302
Poly Medicure Ltd.,Healthcare,INE205C01021,POLYMED.NS,531768
Polycab India Ltd.,Capital Goods,INE455K01017,POLYCAB.NS,542652
Polyplex Corporation Ltd.,Capital Goods,INE633B01018,POLYPLEX.NS,524051
Poonawalla Fincorp Ltd.,Financial Services,INE511C01022,POONAWALLA.NS,524000
Power Finance Corporation Ltd.,Financial Services,INE134E01011,PFC.NS,532810
Power Grid Corporation of India Ltd.,Power,INE752E01010,POWERGRID.NS,532898
Praj Industries Ltd.,Capital Goods,INE074A01025,PRAJIND.NS,522205
Prestige Estates Projects Ltd.,Realty,INE811K01011,PRESTIGE.NS,533274
Prince Pipes and Fittings Ltd.,Capital Goods,INE689W01016,PRINCEPIPE.NS,542907
Prism Johnson Ltd.,Construction Materials,INE010A01011,PRSMJOHNSN.NS,500338
Privi Speciality Chemicals Ltd.,Chemicals,INE959A01019,PRIVISCL.NS,530117
Procter & Gamble Health Ltd.,Healthcare,INE199A01012,PGHL.NS,500126
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,INE179A01014,PGHH.NS,500459
Punjab National Bank,Financial Services,INE160A01022,PNB.NS,532461
Quess Corp Ltd.,Services,INE615P01015,QUESS.NS,539978
RBL Bank Ltd.,Financial Services,INE976G01028,RBLBANK.NS,540065
REC Ltd.,Financial Services,INE020B01018,RECLTD.NS,532955
RHI MAGNESITA INDIA LTD.,Capital Goods,INE743M01012,RHIM.NS,534076
RITES Ltd.,Construction,INE320J01015,RITES.NS,541556
Radico Khaitan Ltd,Fast Moving Consumer Goods,INE944F01028,RADICO.NS,532497
Rail Vikas Nigam Ltd.,Construction,INE415G01027,RVNL.NS,542649
Railtel Corporation Of India Ltd.,Telecommunication,INE0DD101019,RAILTEL.NS,543265
Rain Industries Ltd,Chemicals,INE855B01025,RAIN.NS,500339
Rajesh Exports Ltd.,Consumer Durables,INE343B01030,RAJESHEXPO.NS,531500
Rallis India Ltd.,Chemicals,INE613A01020,RALLIS.NS,500355
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,INE027A01015,RCF.NS,524230
Ratnamani Metals & Tubes Ltd.,Capital Goods,INE703B01027,RATNAMANI.NS,520111
RattanIndia Enterprises Ltd.,Services,INE834M01019,RTNINDIA.NS,534597
Redington (India) Ltd.,Services,INE891D01026,REDINGTON.NS,532805
Relaxo Footwears Ltd.,Consumer Durables,INE131B01039,RELAXO.NS,530517
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,INE002A01018,RELIANCE.NS,500325
Restaurant Brands Asia Ltd.,Consumer Services,INE07T201019,RBA.NS,543248
Rossari Biotech Ltd.,Chemicals,INE02A801020,ROSSARI.NS,543213
Route Mobile Ltd.,Telecommunication,INE450U01017,ROUTE.NS,543228
SBI Cards and Payment Services Ltd.,Financial Services,INE018E01016,SBICARD.NS,543066
SBI Life Insurance Company Ltd.,Financial Services,INE123W01016,SBILIFE.NS,540719
SIS Ltd.,Services,INE285J01028,SIS.NS,540673
SJVN Ltd.,Power,INE002L01015,SJVN.NS,533206
SKF India Ltd.,Capital Goods,INE640A01023,SKFINDIA.NS,500472
SRF Ltd.,Chemicals,INE647A01010,SRF.NS,503806
Sanofi India Ltd.,Healthcare,INE058A01010,SANOFI.NS,500674
Sapphire Foods India Ltd.,Consumer Services,INE806T01012,SAPPHIRE.NS,543397
Saregama India Ltd,Media Entertainment & Publication,INE979A01025,SAREGAMA.NS,532163
Schaeffler India Ltd.,Automobile and Auto Components,INE513A01022,SCHAEFFLER.NS,505790
Sequent Scientific Ltd.,Healthcare,INE807F01027,SEQUENT.NS,512529
Sheela Foam Ltd.,Consumer Durables,INE916U01025,SFL.NS,540203
Shilpa Medicare Ltd.,Healthcare,INE790G01031,SHILPAMED.NS,530549
Shipping Corporation of India Ltd.,Services,INE109A01011,SCI.NS,523598
Shree Cement Ltd.,Construction Materials,INE070A01015,SHREECEM.NS,500387
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,INE087H01022,RENUKA.NS,532670
Shriram City Union Finance Ltd.,Financial Services,INE722A01011,SHRIRAMCIT.NS,532498
Shriram Transport Finance Co. Ltd.,Financial Services,INE721A01013,SRTRANSFIN.NS,511218
Shyam Metalics and Energy Ltd.,Metals & Mining,INE810G01011,SHYAMMETL.NS,543299
Siemens Ltd.,Capital Goods,INE003A01024,SIEMENS.NS,500550
Sobha Ltd.,Realty,INE671H01015,SOBHA.NS,532784
Solar Industries India Ltd.,Chemicals,INE343H01029,SOLARINDS.NS,532725
Solara Active Pharma Sciences Ltd.,Healthcare,INE624Z01016,SOLARA.NS,541540
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,INE073K01018,SONACOMS.NS,543300
Sonata Software Ltd.,Information Technology,INE269A01021,SONATSOFTW.NS,532221
Spicejet Ltd.,Services,INE285B01017,SPICEJET.NS,500285
Star Health and Allied Insurance Company Ltd.,Financial Services,INE575P01011,STARHEALTH.NS,543412
State Bank of India,Financial Services,INE062A01020,SBIN.NS,500112
Steel Authority of India Ltd.,Metals & Mining,INE114A01011,SAIL.NS,500113
Sterling and Wilson Renewable Energy Ltd.,Construction,INE00M201021,SWSOLAR.NS,542760
Sterlite Technologies Ltd.,Telecommunication,INE089C01029,STLTECH.NS,532374
Strides Pharma Science Ltd.,Healthcare,INE939A01011,STAR.NS,532531
Sudarshan Chemical Industries Ltd.,Chemicals,INE659A01023,SUDARSCHEM.NS,506655
Sumitomo Chemical India Ltd.,Chemicals,INE258G01013,SUMICHEM.NS,542920
Sun Pharma Advanced Research Company Ltd.,Healthcare,INE232I01014,SPARC.NS,532872
Sun Pharmaceutical Industries Ltd.,Healthcare,INE044A01036,SUNPHARMA.NS,524715
Sun TV Network Ltd.,Media Entertainment & Publication,INE424H01027,SUNTV.NS,532733
Sundaram Finance Ltd.,Financial Services,INE660A01013,SUNDARMFIN.NS,590071
Sundram Fasteners Ltd.,Automobile and Auto Components,INE387A01021,SUNDRMFAST.NS,500403
Sunteck Realty Ltd.,Realty,INE805D01034,SUNTECK.NS,512179
Suprajit Engineering Ltd.,Automobile and Auto Components,INE399C01030,SUPRAJIT.NS,532509
Supreme Industries Ltd.,Capital Goods,INE195A01028,SUPREMEIND.NS,509930
Suven Pharmaceuticals Ltd.,Healthcare,INE03QK01018,SUVENPHAR.NS,543064
Suzlon Energy Ltd.,Capital Goods,INE040H01021,SUZLON.NS,532667
Symphony Ltd.,Consumer Durables,INE225D01027,SYMPHONY.NS,517385
Syngene International Ltd.,Healthcare,INE398R01022,SYNGENE.NS,539268
TCI Express Ltd.,Services,INE586V01016,TCIEXP.NS,540212
TCNS Clothing Co. Ltd.,Textiles,INE778U01029,TCNSBRANDS.NS,541700
TTK Prestige Ltd.,Consumer Durables,INE690A01028,TTKPRESTIG.NS,517506
TV18 Broadcast Ltd.,Media Entertainment & Publication,INE886H01027,TV18BRDCST.NS,532800
TVS Motor Company Ltd.,Automobile and Auto Components,INE494B01023,TVSMOTOR.NS,532343
Tanla Platforms Ltd.,Information Technology,INE483C01032,TANLA.NS,532790
Tata Chemicals Ltd.,Chemicals,INE092A01019,TATACHEM.NS,500770
Tata Coffee Ltd.,Fast Moving Consumer Goods,INE493A01027,TATACOFFEE.NS,532301
Tata Communications Ltd.,Telecommunication,INE151A01013,TATACOMM.NS,500483
Tata Consultancy Services Ltd.,Information Technology,INE467B01029,TCS.NS,532540
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,INE192A01025,TATACONSUM.NS,500800
Tata Elxsi Ltd.,Information Technology,INE670A01012,TATAELXSI.NS,500408
Tata Investment Corporation Ltd.,Financial Services,INE672A01018,TATAINVEST.NS,501301
Tata Motors Ltd DVR,Automobile and Auto Components,IN9155A01020,TATAMTRDVR.NS,570001
Tata Motors Ltd.,Automobile and Auto Components,INE155A01022,TATAMOTORS.NS,500570
Tata Power Co. Ltd.,Power,INE245A01021,TATAPOWER.NS,500400
Tata Steel Long Products Ltd.,Capital Goods,INE674A01014,TATASTLLP.NS,513010
Tata Steel Ltd.,Metals & Mining,INE081A01012,TATASTEEL.NS,500470
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,INE517B01013,TTML.NS,532371
Teamlease Services Ltd.,Services,INE985S01024,TEAMLEASE.NS,539658
Tech Mahindra Ltd.,Information Technology,INE669C01036,TECHM.NS,532755
The New India Assurance Company Ltd.,Financial Services,INE470Y01017,NIACL.NS,540769
The Ramco Cements Ltd.,Construction Materials,INE331A01037,RAMCOCEM.NS,500260
Thermax Ltd.,Capital Goods,INE152A01029,THERMAX.NS,500411
Thyrocare Technologies Ltd.,Healthcare,INE594H01019,THYROCARE.NS,539871
Timken India Ltd.,Capital Goods,INE325A01013,TIMKEN.NS,522113
Titan Company Ltd.,Consumer Durables,INE280A01028,TITAN.NS,500114
Torrent Pharmaceuticals Ltd.,Healthcare,INE685A01028,TORNTPHARM.NS,500420
Torrent Power Ltd.,Power,INE813H01021,TORNTPOWER.NS,532779
Trent Ltd.,Consumer Services,INE849A01020,TRENT.NS,500251
Trident Ltd.,Textiles,INE064C01022,TRIDENT.NS,521064
Triveni Turbine Ltd.,Capital Goods,INE152M01016,TRITURBINE.NS,533655
Tube Investments of India Ltd.,Automobile and Auto Components,INE974X01010,TIINDIA.NS,540762
UCO Bank,Financial Services,INE691A01018,UCOBANK.NS,532505
UFLEX Ltd.,Capital Goods,INE516A01017,UFLEX.NS,500148
UPL Ltd.,Chemicals,INE628A01036,UPL.NS,512070
UTI Asset Management Company Ltd.,Financial Services,INE094J01016,UTIAMC.NS,543238
UltraTech Cement Ltd.,Construction Materials,INE481G01011,ULTRACEMCO.NS,532538
Union Bank of India,Financial Services,INE692A01016,UNIONBANK.NS,532477
United Breweries Ltd.,Fast Moving Consumer Goods,INE686F01025,UBL.NS,532478
United Spirits Ltd.,Fast Moving Consumer Goods,INE854D01024,MCDOWELL-N.NS,532432
V-Guard Industries Ltd.,Consumer Durables,INE951I01027,VGUARD.NS,532953
V-Mart Retail Ltd.,Consumer Services,INE665J01013,VMART.NS,534976
V.I.P. Industries Ltd.,Consumer Durables,INE054A01027,VIPIND.NS,507880
Vaibhav Global Ltd.,Consumer Services,INE884A01027,VAIBHAVGBL.NS,532156
Vakrangee Ltd.,Information Technology,INE051B01021,VAKRANGEE.NS,511431
Vardhman Textiles Ltd.,Textiles,INE825A01020,VTL.NS,502986
Varroc Engineering Ltd.,Automobile and Auto Components,INE665L01035,VARROC.NS,541578
Varun Beverages Ltd.,Fast Moving Consumer Goods,INE200M01013,VBL.NS,540180
Vedanta Ltd.,Metals & Mining,INE205A01025,VEDL.NS,500295
Venky's (India) Ltd.,Fast Moving Consumer Goods,INE398A01010,VENKEYS.NS,523261
Vijaya Diagnostic Centre Ltd.,Healthcare,INE043W01024,VIJAYA.NS,543350
Vinati Organics Ltd.,Chemicals,INE410B01037,VINATIORGA.NS,524200
Vodafone Idea Ltd.,Telecommunication,INE669E01016,IDEA.NS,532822
Voltas Ltd.,Consumer Durables,INE226A01021,VOLTAS.NS,500575
Welspun Corp Ltd.,Capital Goods,INE191B01025,WELCORP.NS,532144
Welspun India Ltd.,Textiles,INE192B01031,WELSPUNIND.NS,514162
Westlife Development Ltd.,Consumer Services,INE274F01020,WESTLIFE.NS,505533
Whirlpool of India Ltd.,Consumer Durables,INE716A01013,WHIRLPOOL.NS,500238
Wipro Ltd.,Information Technology,INE075A01022,WIPRO.NS,507685
Wockhardt Ltd.,Healthcare,INE049B01025,WOCKPHARMA.NS,532300
Yes Bank Ltd.,Financial Services,INE528G01035,YESBANK.NS,532648
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,INE342J01019,ZFCVINDIA.NS,533023
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,INE256A01028,ZEEL.NS,505537
Zensar Technolgies Ltd.,Information Technology,INE520A01027,ZENSARTECH.NS,504067
Zomato Ltd.,Consumer Services,INE758T01015,ZOMATO.NS,543320
Zydus Lifesciences Ltd.,Healthcare,INE010B01027,ZYDUSLIFE.NS,532321
Zydus Wellness Ltd.,Fast Moving Consumer Goods,INE768C01010,ZYDUSWELL.NS,531335
eClerx Services Ltd.,Services,INE738I01010,ECLERX.NS,532927