Company Name,Industry,Symbol,Series,ISIN Code,BSE_Ticker,Ticker
J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01028,506943,JBCHEPHARM.NS
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,532644,JKCEMENT.NS
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,500380,JKLAKSHMI.NS
JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,532162,JKPAPER.NS
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,523405,JMFINANCIL.NS
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,533148,JSWENERGY.NS
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,500228,JSWSTEEL.NS
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,520051,JAMNAAUTO.NS
Jindal Stainless (Hisar) Ltd.,Capital Goods,JSLHISAR,EQ,INE455T01018,539597,JSLHISAR.NS
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,532508,JSL.NS
Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,532286,JINDALSTEL.NS
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,533155,JUBLFOOD.NS
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,543271,JUBLINGREA.NS
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,530019,JUBLPHARMA.NS
Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,535648,JUSTDIAL.NS
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,532926,JYOTHYLAB.NS
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,532889,KPRMILL.NS
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,517569,KEI.NS
KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,532942,KNRCON.NS
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,542651,KPITTECH.NS
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,530813,KRBL.NS
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,500233,KAJARIACER.NS
Kalpataru Power Transmission Ltd.,Construction,KALPATPOWR,EQ,INE220B01022,522287,KALPATPOWR.NS
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,543278,KALYANKJIL.NS
Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,500165,KANSAINER.NS
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,590003,KARURVYSYA.NS
Kec International Ltd.,Capital Goods,KEC,EQ,INE389H01022,532714,KEC.NS
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028,500247,KOTAKBANK.NS
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017,543308,KIMS.NS
L&T Finance Holdings Ltd.,Financial Services,L&TFH,EQ,INE498L01015,533519,L&TFH.NS
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,540115,LTTS.NS
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,500253,LICHSGFIN.NS
Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH,EQ,INE269B01029,500252,LAXMIMACH.NS
Larsen & Toubro Infotech Ltd.,Information Technology,LTI,EQ,INE214T01019,540005,LTI.NS
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,500510,LT.NS
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,543398,LATENTVIEW.NS
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,540222,LAURUSLABS.NS
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,543277,LXCHEM.NS
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,523457,LINDEINDIA.NS
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,500257,LUPIN.NS
Lux Industries Ltd.,Textiles,LUXIND,EQ,INE150G01020,539542,LUXIND.NS
MMTC Ltd.,Services,MMTC,EQ,INE123F01029,513377,MMTC.NS
MOIL Ltd.,Metals & Mining,MOIL,EQ,INE490G01020,533286,MOIL.NS
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011,500290,MRF.NS
MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,543270,MTARTECH.NS
Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029,543287,LODHA.NS
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010,539957,MGL.NS
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024,532720,M&MFIN.NS
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,500520,M&M.NS
Mahindra CIE Automotive Ltd.,Automobile and Auto Components,MAHINDCIE,EQ,INE536H01010,532756,MAHINDCIE.NS
Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010,533088,MHRIL.NS
Mahindra Logistics Ltd.,Services,MAHLOG,EQ,INE766P01016,540768,MAHLOG.NS
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027,531213,MANAPPURAM.NS
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014,500109,MRPL.NS
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,531642,MARICO.NS
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010,532500,MARUTI.NS
Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021,523704,MASTEK.NS
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020,500271,MFSL.NS
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010,543220,MAXHEALTH.NS
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012,543237,MAZDOCK.NS
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,543427,MEDPLUS.NS
Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021,543426,METROBRAND.NS
Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020,542650,METROPOLIS.NS
MindTree Ltd.,Information Technology,MINDTREE,EQ,INE018I01017,532819,MINDTREE.NS
Minda Industries Ltd.,Automobile and Auto Components,MINDAIND,EQ,INE405E01023,532539,MINDAIND.NS
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027,532892,MOTILALOFS.NS
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018,526299,MPHASIS.NS
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035,534091,MCX.NS
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012,533398,MUTHOOTFIN.NS
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026,524816,NATCOPHARM.NS
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,534309,NBCC.NS
NCC Ltd.,Construction,NCC,EQ,INE868B01028,500294,NCC.NS
NESCO Ltd.,Services,NESCO,EQ,INE317F01035,505355,NESCO.NS
NHPC Ltd.,Power,NHPC,EQ,INE848E01016,533098,NHPC.NS
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014,513683,NLCINDIA.NS
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023,526371,NMDC.NS
NOCIL Ltd.,Chemicals,NOCIL,EQ,INE163A01018,500730,NOCIL.NS
NTPC Ltd.,Power,NTPC,EQ,INE733E01010,532555,NTPC.NS
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,539551,NH.NS
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034,532234,NATIONALUM.NS
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026,532504,NAVINFLUOR.NS
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ,INE418L01021,543280,NAZARA.NS
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01016,500790,NESTLEIND.NS
Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ,INE870H01013,532798,NETWORK18.NS
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013,540767,NAM-INDIA.NS
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016,543334,NUVOCO.NS
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,533273,OBEROIRLTY.NS
Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,ONGC,EQ,INE213A01029,500312,ONGC.NS
Oil India Ltd.,Oil Gas & Consumable Fuels,OIL,EQ,INE274J01014,533106,OIL.NS
One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,543396,PAYTM.NS
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027,532466,OFSS.NS
Orient Electric Ltd.,Consumer Durables,ORIENTELEC,EQ,INE142Z01019,541301,ORIENTELEC.NS
PB Fintech Ltd.,Financial Services,POLICYBZR,EQ,INE417T01026,543390,POLICYBZR.NS
PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031,506590,PCBL.NS
PI Industries Ltd.,Chemicals,PIIND,EQ,INE603J01030,523642,PIIND.NS
PNB Housing Finance Ltd.,Financial Services,PNBHOUSING,EQ,INE572E01012,540173,PNBHOUSING.NS
PNC Infratech Ltd.,Construction,PNCINFRA,EQ,INE195J01029,539150,PNCINFRA.NS
PVR Ltd.,Media Entertainment & Publication,PVR,EQ,INE191H01014,532689,PVR.NS
Page Industries Ltd.,Textiles,PAGEIND,EQ,INE761H01022,532827,PAGEIND.NS
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01013,533179,PERSISTENT.NS
Petronet LNG Ltd.,Oil Gas & Consumable Fuels,PETRONET,EQ,INE347G01014,532522,PETRONET.NS
Pfizer Ltd.,Healthcare,PFIZER,EQ,INE182A01018,500680,PFIZER.NS
Phoenix Mills Ltd.,Realty,PHOENIXLTD,EQ,INE211B01039,503100,PHOENIXLTD.NS
Pidilite Industries Ltd.,Chemicals,PIDILITIND,EQ,INE318A01026,500331,PIDILITIND.NS
Piramal Enterprises Ltd.,Financial Services,PEL,EQ,INE140A01024,500302,PEL.NS
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021,531768,POLYMED.NS
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017,542652,POLYCAB.NS
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ,INE633B01018,524051,POLYPLEX.NS
Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA,EQ,INE511C01022,524000,POONAWALLA.NS
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011,532810,PFC.NS
Power Grid Corporation of India Ltd.,Power,POWERGRID,EQ,INE752E01010,532898,POWERGRID.NS
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025,522205,PRAJIND.NS
Prestige Estates Projects Ltd.,Realty,PRESTIGE,EQ,INE811K01011,533274,PRESTIGE.NS
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016,542907,PRINCEPIPE.NS
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011,500338,PRSMJOHNSN.NS
Privi Speciality Chemicals Ltd.,Chemicals,PRIVISCL,EQ,INE959A01019,530117,PRIVISCL.NS
Procter & Gamble Health Ltd.,Healthcare,PGHL,EQ,INE199A01012,500126,PGHL.NS
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,PGHH,EQ,INE179A01014,500459,PGHH.NS
Punjab National Bank,Financial Services,PNB,EQ,INE160A01022,532461,PNB.NS
Quess Corp Ltd.,Services,QUESS,EQ,INE615P01015,539978,QUESS.NS
RBL Bank Ltd.,Financial Services,RBLBANK,EQ,INE976G01028,540065,RBLBANK.NS
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,532955,RECLTD.NS
RHI MAGNESITA INDIA LTD.,Capital Goods,RHIM,EQ,INE743M01012,534076,RHIM.NS
RITES Ltd.,Construction,RITES,EQ,INE320J01015,541556,RITES.NS
Radico Khaitan Ltd,Fast Moving Consumer Goods,RADICO,EQ,INE944F01028,532497,RADICO.NS
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,542649,RVNL.NS
Railtel Corporation Of India Ltd.,Telecommunication,RAILTEL,EQ,INE0DD101019,543265,RAILTEL.NS
Rain Industries Ltd,Chemicals,RAIN,EQ,INE855B01025,500339,RAIN.NS
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030,531500,RAJESHEXPO.NS
Rallis India Ltd.,Chemicals,RALLIS,EQ,INE613A01020,500355,RALLIS.NS
Rashtriya Chemicals & Fertilizers Ltd.,Chemicals,RCF,EQ,INE027A01015,524230,RCF.NS
Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ,INE703B01027,520111,RATNAMANI.NS
RattanIndia Enterprises Ltd.,Services,RTNINDIA,EQ,INE834M01019,534597,RTNINDIA.NS
Redington (India) Ltd.,Services,REDINGTON,EQ,INE891D01026,532805,REDINGTON.NS
Relaxo Footwears Ltd.,Consumer Durables,RELAXO,EQ,INE131B01039,530517,RELAXO.NS
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,500325,RELIANCE.NS
Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019,543248,RBA.NS
Rossari Biotech Ltd.,Chemicals,ROSSARI,EQ,INE02A801020,543213,ROSSARI.NS
Route Mobile Ltd.,Telecommunication,ROUTE,EQ,INE450U01017,543228,ROUTE.NS
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,543066,SBICARD.NS
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,540719,SBILIFE.NS
SIS Ltd.,Services,SIS,EQ,INE285J01028,540673,SIS.NS
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,533206,SJVN.NS
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,500472,SKFINDIA.NS
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,503806,SRF.NS
Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010,500674,SANOFI.NS
Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01012,543397,SAPPHIRE.NS
Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01017,532163,SAREGAMA.NS
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,505790,SCHAEFFLER.NS
Sequent Scientific Ltd.,Healthcare,SEQUENT,EQ,INE807F01027,512529,SEQUENT.NS
Sheela Foam Ltd.,Consumer Durables,SFL,EQ,INE916U01025,540203,SFL.NS
Shilpa Medicare Ltd.,Healthcare,SHILPAMED,EQ,INE790G01031,530549,SHILPAMED.NS
Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011,523598,SCI.NS
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,500387,SHREECEM.NS
Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,532670,RENUKA.NS
Shriram City Union Finance Ltd.,Financial Services,SHRIRAMCIT,EQ,INE722A01011,532498,SHRIRAMCIT.NS
Shriram Transport Finance Co. Ltd.,Financial Services,SRTRANSFIN,EQ,INE721A01013,511218,SRTRANSFIN.NS
Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL,EQ,INE810G01011,543299,SHYAMMETL.NS
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,500550,SIEMENS.NS
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,532784,SOBHA.NS
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,532725,SOLARINDS.NS
Solara Active Pharma Sciences Ltd.,Healthcare,SOLARA,EQ,INE624Z01016,541540,SOLARA.NS
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,543300,SONACOMS.NS
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,532221,SONATSOFTW.NS
Spicejet Ltd.,Services,SPICEJET,EQ,INE285B01017,500285,SPICEJET.NS
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,543412,STARHEALTH.NS
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,500112,SBIN.NS
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,500113,SAIL.NS
Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,542760,SWSOLAR.NS
Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029,532374,STLTECH.NS
Strides Pharma Science Ltd.,Healthcare,STAR,EQ,INE939A01011,532531,STAR.NS
Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ,INE659A01023,506655,SUDARSCHEM.NS
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,542920,SUMICHEM.NS
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014,532872,SPARC.NS
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,524715,SUNPHARMA.NS
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,532733,SUNTV.NS
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,590071,SUNDARMFIN.NS
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,500403,SUNDRMFAST.NS
Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034,512179,SUNTECK.NS
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT,EQ,INE399C01030,532509,SUPRAJIT.NS
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,509930,SUPREMEIND.NS
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018,543064,SUVENPHAR.NS
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,532667,SUZLON.NS
Symphony Ltd.,Consumer Durables,SYMPHONY,EQ,INE225D01027,517385,SYMPHONY.NS
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,539268,SYNGENE.NS
TCI Express Ltd.,Services,TCIEXP,EQ,INE586V01016,540212,TCIEXP.NS
TCNS Clothing Co. Ltd.,Textiles,TCNSBRANDS,EQ,INE778U01029,541700,TCNSBRANDS.NS
TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG,EQ,INE690A01028,517506,TTKPRESTIG.NS
TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027,532800,TV18BRDCST.NS
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,532343,TVSMOTOR.NS
Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,532790,TANLA.NS
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,500770,TATACHEM.NS
Tata Coffee Ltd.,Fast Moving Consumer Goods,TATACOFFEE,EQ,INE493A01027,532301,TATACOFFEE.NS
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,500483,TATACOMM.NS
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,532540,TCS.NS
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,500800,TATACONSUM.NS
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,500408,TATAELXSI.NS
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,501301,TATAINVEST.NS
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020,570001,TATAMTRDVR.NS
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,500570,TATAMOTORS.NS
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,500400,TATAPOWER.NS
Tata Steel Long Products Ltd.,Capital Goods,TATASTLLP,EQ,INE674A01014,513010,TATASTLLP.NS
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01012,500470,TATASTEEL.NS
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,532371,TTML.NS
Teamlease Services Ltd.,Services,TEAMLEASE,EQ,INE985S01024,539658,TEAMLEASE.NS
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,532755,TECHM.NS
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,540769,NIACL.NS
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,500260,RAMCOCEM.NS
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,500411,THERMAX.NS
Thyrocare Technologies Ltd.,Healthcare,THYROCARE,EQ,INE594H01019,539871,THYROCARE.NS
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,522113,TIMKEN.NS
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,500114,TITAN.NS
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,500420,TORNTPHARM.NS
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,532779,TORNTPOWER.NS
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,500251,TRENT.NS
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,521064,TRIDENT.NS
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,533655,TRITURBINE.NS
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,540762,TIINDIA.NS
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,532505,UCOBANK.NS
UFLEX Ltd.,Capital Goods,UFLEX,EQ,INE516A01017,500148,UFLEX.NS
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,512070,UPL.NS
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,543238,UTIAMC.NS
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,532538,ULTRACEMCO.NS
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,532477,UNIONBANK.NS
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,532478,UBL.NS
United Spirits Ltd.,Fast Moving Consumer Goods,MCDOWELL-N,EQ,INE854D01024,532432,MCDOWELL-N.NS
V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,532953,VGUARD.NS
V-Mart Retail Ltd.,Consumer Services,VMART,EQ,INE665J01013,534976,VMART.NS
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,507880,VIPIND.NS
Vaibhav Global Ltd.,Consumer Services,VAIBHAVGBL,EQ,INE884A01027,532156,VAIBHAVGBL.NS
Vakrangee Ltd.,Information Technology,VAKRANGEE,EQ,INE051B01021,511431,VAKRANGEE.NS
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,502986,VTL.NS
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,541578,VARROC.NS
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01013,540180,VBL.NS
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,500295,VEDL.NS
Venky's (India) Ltd.,Fast Moving Consumer Goods,VENKEYS,EQ,INE398A01010,523261,VENKEYS.NS
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,543350,VIJAYA.NS
Vinati Organics Ltd.,Chemicals,VINATIORGA,EQ,INE410B01037,524200,VINATIORGA.NS
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,532822,IDEA.NS
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,500575,VOLTAS.NS
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,532144,WELCORP.NS
Welspun India Ltd.,Textiles,WELSPUNIND,EQ,INE192B01031,514162,WELSPUNIND.NS
Westlife Development Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,505533,WESTLIFE.NS
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,500238,WHIRLPOOL.NS
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,507685,WIPRO.NS
Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025,532300,WOCKPHARMA.NS
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,532648,YESBANK.NS
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,533023,ZFCVINDIA.NS
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,505537,ZEEL.NS
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,504067,ZENSARTECH.NS
Zomato Ltd.,Consumer Services,ZOMATO,EQ,INE758T01015,543320,ZOMATO.NS
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,532321,ZYDUSLIFE.NS
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01010,531335,ZYDUSWELL.NS
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,532927,ECLERX.NS