Date,Ambuja Cement Ltd.,Asian Paints,Can Fin Homes Ltd,Century Plyboards(India) Ltd.,Crompton Greaves Consumer Electricals Ltd.,Housing Development Finance Corporation Ltd.,Heidelbergcement India Ltd,JK Cement Ltd,Kajaria Ceramics Ltd.,Orient Electric Ltd.,Polycab India Ltd,Prince Pipes and Fittings Ltd.,Supreme Industries Ltd.,
10/28/2020,-0.015829599,-0.017403767,-0.006959006,-0.020536692,-0.008143634,-0.035491196,-0.009365801,0.003234067,-0.019735713,0.002709375,-0.008094771,0.019013943,-0.011884238,
10/29/2020,0.008737081,0.030515571,0.030589544,-0.02096729,-0.014075006,-0.017573252,-0.004322004,-0.000158563,-0.003851562,0.040776236,-0.029389853,-0.00564115,0.009594299,
10/30/2020,0.022440993,-0.006268373,-0.01295197,-0.014277555,0.017335062,-0.005557566,0.001899028,-0.021458761,0.000703031,-0.019117314,0.011925083,0.004582165,-0.017988054,
11/2/2020,0.00308043,-0.017476782,0.01104426,0.038238648,-0.027063067,0.060955004,-0.002978542,-0.022172436,-0.009922768,0.022858517,-0.010644062,-0.024326633,0.002799509,
11/3/2020,0.005758157,-0.008376185,0.001406066,-0.004185268,0.020432629,0.044173804,0.010592053,0.016902796,0.019423525,0.015525773,0.018333462,0.043187875,0.012028228,
11/4/2020,0.009160282,0.006868888,-0.017604545,0.012048244,0.035840465,-0.020061475,0.01101856,0.016133015,0.000348029,-0.034514765,0.015685693,0.021766926,-0.020228819,
11/5/2020,-0.03271556,0.0317362,0.020558501,0.008859307,0.004710891,0.005986017,0.009569313,-0.003929102,0.010610498,0.019913672,-0.017937721,0.001670882,0.001042753,
11/6/2020,-0.03030303,-0.013067953,0.016804952,0.00960483,-0.000970049,0.017970201,0.012374967,0.00606447,-0.019707422,0.004234269,0.002377749,0.001042535,0.003437466,
11/9/2020,0.005241948,0.007310791,0.009323008,0.006795325,-0.010681399,0.006383197,-0.015084494,0.017630454,0.041611821,-0.009369876,-0.001347782,0.000624844,-0.005605714,
11/10/2020,0.002406702,-0.011437152,0.009971659,0,-0.027482395,0.055759488,-0.006865609,-0.020968207,-0.001601369,0.005202204,0.00129563,-0.000208173,0.00215748,
11/11/2020,0.039215761,-0.0082055,-0.008210377,-0.001079897,-0.003868777,0.022974318,0.011964903,-0.006211001,-0.01553269,-0.000470506,0.002480039,0.003955912,-0.012812911,
11/12/2020,0.012129356,-0.004537701,0.005134679,-0.002432416,0.00827417,0.00335587,0.005780299,-0.002747823,-0.007888828,0.012473566,-0.014682182,-0.003940324,-0.020682395,
11/13/2020,-0.0195929,0.003752603,-0.012718945,0.004876694,-0.003851931,-0.010870073,0.009143156,0.012831249,0.045808124,0.003254286,0.003711614,0.094316029,0.005423496,
11/14/2020,0.005044578,0.002133144,0.014149973,0.053114081,0.007397486,0.001950797,0.001035528,0.011548528,0.003305785,-0.00231696,0.014138887,0.013127901,0.002107635,
11/17/2020,0.034942038,0.001396047,0.009579291,0.034818243,-0.017690314,0.016333153,0.065166747,0.008305429,0.015074175,0.003947937,-0.004665169,0.005258193,0.026771745,
11/18/2020,-0.022570371,0.003702648,-0.010519752,0.001484353,0.006456081,0.006768796,-0.018936606,-0.005831298,-0.00519356,0.030765715,-0.001239051,0.024098682,0.040863781,
11/19/2020,-0.012595373,-0.015507252,-0.040337723,-0.003211432,0.008102612,-0.017040808,-0.015095288,-0.007154305,0.005873196,0.015933586,0.010410446,-0.057095927,0.029086041,
11/20/2020,-0.006184793,0.00224365,0.007928737,-0.01263942,0.01741454,0.00438783,-0.007537688,0.016637097,0.005920079,0.016567263,-0.014520581,0.01412263,0.055036967,
11/23/2020,0.004083966,0.009092775,0.012499974,0.004769061,0.0133312,-0.035977385,0.020759525,0.010788248,0.00386966,-0.007605389,0.008017361,0.003433781,0.040522243,
11/24/2020,-0.011621151,0.009902757,0.021711393,-0.004246769,0.002923482,-0.014705925,0.005208273,0.007089639,0.004336673,0.020582425,0.00381555,-0.020532296,0.016386667,
11/25/2020,0.004115298,-0.024276397,-0.0203125,-0.01304569,0,-0.011881613,-0.010609395,-0.011903543,-0.011994243,-0.010298258,-0.00701321,-0.014945676,-0.051156129,
11/26/2020,0.017759514,0.000464188,-0.001488596,0.002287732,-0.009554695,0.021470693,0.011471337,-0.016243932,0.017157716,-0.014957715,0.01827685,0.02581276,-0.026115191,
11/27/2020,0.001150481,0.027838351,0.026408316,0.015724099,-0.001635056,0.00797449,0.026873752,0.069182544,0.031031189,0.046214789,0.01487801,-0.003649565,0.025432223,
12/1/2020,0.003639197,0.00665824,0.014939271,0.043445678,0.052243737,0.022470892,0.007683103,0.016823147,0.040824124,0,0.002138969,0.021014003,0.057512524,
12/2/2020,0.001908397,0.038474495,-0.020443627,-0.001674998,0.024280118,-0.013264203,0.014772412,0.016472069,0.006228238,-0.034286891,0.006663505,0.02983393,-0.00202928,
12/3/2020,-0.00533331,0.041259063,0.023479078,0.090843703,-0.013675734,-0.009840378,0.008687514,-0.003717672,-0.004273765,-0.003049431,0.012514906,-0.011551244,-0.061350748,
12/4/2020,-0.032746085,0.011342,-0.012030983,-0.000878914,0.025419813,-0.00357153,-0.027467454,0.036047386,-0.006734328,-0.012672096,0.022115494,-0.01576702,0.029307074,
12/7/2020,0.002177799,0.013859579,0.012693486,0.004618376,-0.004807619,0.025780377,0.027525132,-0.01595355,0.018551651,0.009294119,0.018738757,0.015831181,0.020956089,
12/8/2020,0.01580403,-0.013609491,-0.017120135,-0.032180346,-0.002113563,0.002582668,0.000232952,-0.027638376,-0.027210849,-0.012058759,0.006719945,0.021706887,-0.016520851,
12/9/2020,-0.016530532,0.034195805,-0.003214075,0.015607315,0.02223905,-0.00132051,-0.012109878,-0.015152931,-0.007293836,-0.024189955,0.007552134,0.008171418,0.034165723,
12/10/2020,-0.01799487,0.001486738,-0.02631584,-0.019153688,-0.014059494,-0.007629884,-0.005893446,-0.030551792,-0.005074952,-0.003638858,0.001257361,-0.011707493,-0.000868634,
12/11/2020,-0.010068465,-0.002019001,0.045187533,0.00068124,-0.006154363,0.002970514,-0.011145393,-0.01498643,0.01499806,0.008217316,0.003670658,-0.018771619,-0.01538814,
12/14/2020,0.002644401,0.010789564,-0.003270658,0.020875837,-0.019483407,0.002940024,0.001438864,-0.0062603,0.015151571,0.002037568,-0.00125119,0.001485861,0.025576848,
12/15/2020,0.004666298,-0.008123522,-0.004409339,-0.021338089,0.045594539,0.020715349,0.005507634,0.000387277,-0.00162559,0.011522833,-0.020091521,-0.016876922,-0.025340809,
12/16/2020,-0.001413595,0.021761064,-0.01658259,0.032023635,0.068208587,0.031612229,0.007859058,0.001651779,0.001406176,0.014071896,0.027239601,-0.003018253,0.014722337,
12/17/2020,-0.002022245,-0.002865458,0.024088815,0.012544041,0.031719764,0.028849606,0.012050982,-0.004534822,0.02401892,0.013876625,0.004978052,-0.001135242,-0.002002177,
12/18/2020,0.017426557,0.010271626,0.002659068,0.014779369,0.004010159,-0.006093239,-0.036189588,-0.02575385,0.010248321,0.001520774,-0.008144455,-0.00644066,0.012357166,
12/21/2020,-0.062338215,-0.018008879,-0.039167711,-0.04540583,-0.044468066,-0.026054633,0.009447734,0.016604676,-0.013430524,-0.018004312,-0.042112822,-0.048045781,-0.029295192,
12/22/2020,0.009345846,0.018065155,-0.017091269,-0.006730985,0.005712659,-0.00461742,-0.002639803,-0.01797989,-0.022230233,-0.027391261,0.001403613,0.026036452,-0.025001479,
12/23/2020,-0.00168354,0.016052753,0.036181012,0.04879145,-0.022720925,-0.000249559,0.016121226,0.030018376,0.037695253,-0.007494862,0.037495007,0.035330933,0.013079189,
12/24/2020,0.040050591,0.002156989,0.015843184,0.038121931,0.010348721,0.021680719,0.017286333,-0.011393902,-0.016271715,0.008238,0.019686393,0.024509803,0.002606097,
12/28/2020,0.002026753,0.013461683,-0.001846899,0.000414963,0.001683755,0.008675661,0.022113594,-0.003867814,-0.002466646,0.022242369,-0.006056901,0.018586631,-0.0172986,
12/29/2020,-0.011326873,0.004806493,0.03001646,-0.028411472,0.034178404,0.017161663,-0.012297868,0.002597309,0.003709073,0.016651865,-0.00609381,0.019512173,0.017268652,
12/30/2020,0.032733225,0.013942396,-0.008682647,-0.001707551,-0.002167108,-0.000357253,0.057182354,0.016381028,-0.000579615,-0.009827473,-0.010442137,0.059365587,-0.01975496,
12/31/2020,-0.014064928,0.011007935,0.005537099,-0.003421009,0.033120623,0.016123529,-0.010905125,-0.013001725,0.02022758,-0.008822232,0.003775618,-0.002341859,-0.006128191,
1/1/2021,0.00803697,0.003997124,-0.005606704,0.060931117,-0.006569439,0.003947432,-0.005071638,0.003364958,0.008172257,0.030262586,-0.001350267,0.024312541,0.035155486,
1/4/2021,0.008172166,-0.007872349,-0.008054772,-0.027098067,-0.01150635,0.00379562,0.019946808,0.020330158,-0.001550681,0.019222449,0.023516441,-0.005401946,0.021040778,
1/5/2021,0.005140384,0.014580436,-0.01613888,0.005612101,0.009767176,0.028446809,-0.001303794,0.067903342,0.001764914,0.02394579,0.080062249,-0.007735272,0.014860451,
1/6/2021,0.027144017,0.004116184,-0.004023484,0.010334849,0.017357858,-0.004902238,-0.00435161,0.043495848,0.001761804,-0.004346039,0.027475604,-0.021562447,0.004890423,
1/7/2021,0.007276882,-0.004669684,0.024549358,0.004296248,0.029044006,0.008526441,-0.005681831,0.050554498,0.018009128,-0.00207857,0.086429748,-0.005594251,0.019381307,
1/8/2021,0.026425902,0.018784117,0.018097285,0.006926042,0.012909774,-0.001446671,0.035164835,-0.019588212,0.004491742,-0.016871498,-0.022813559,0.016195023,0.004355311,
1/11/2021,0.001481733,0.001617077,0.005362487,0.008294571,-0.000749688,0.035258683,-0.016135894,-0.011565976,0.031989544,0.022033885,-0.016218165,-0.016943426,0.000778354,
1/12/2021,-0.008322545,-0.045186536,-0.016989344,0.005818607,0.00862819,-0.001326658,-0.022011182,-0.013475576,-0.011532516,-0.018449407,-0.013554789,0.007337863,-0.015082509,
1/13/2021,-0.01193589,-0.006193636,-0.003215446,-0.014961102,-0.006446753,-0.027897634,-0.008384859,0.020056937,0.013420489,-0.013516355,0.007675208,-0.010672519,-0.011478032,
1/14/2021,0.008116247,-0.014720586,0.007963734,0.004657793,-0.002495633,0.004923489,-0.002670186,-0.015712159,-0.010514359,-0.031042603,-0.007166257,-0.007362993,-0.00781693,
1/15/2021,-0.011046552,-0.027403432,-0.000900114,-0.020560395,-0.03177386,-0.019112926,-0.01160199,-0.003197156,0.010626085,0.027618206,-0.019261683,-0.000862515,-0.014319411,
1/18/2021,-0.030480947,-0.00104209,0.002802791,-0.016670109,-0.018863018,-0.025163802,-0.027539531,-0.019540024,-0.009249952,-0.019135656,0.004499937,-0.008287272,-0.025670945,
1/19/2021,0.023042471,0.02196511,0.036933581,0.062369232,0.040953351,0.035242529,0.014391858,0.00417614,0.033718397,0.007672073,0.007452396,0.025765994,0.018892245,
1/20/2021,0.000572605,0.019734958,-0.01155179,-0.021867624,0.027071505,0.01174277,0.004576659,-0.01270736,0.017803785,-0.000652639,0.011178948,0.068228125,-0.004701595,
1/21/2021,-0.036436485,0.007081323,-0.009446896,-0.020140987,0.072176344,-0.009355841,0.008428274,0.016170459,0.015449407,0.040052229,0.052852252,-0.042262529,0.038469428,
1/22/2021,0.020392038,-0.044066557,-0.034411563,0.052004086,-0.012751264,-0.027619245,-0.002258866,-0.032747556,0.051741513,0.074298872,-0.001639453,0.002654341,-0.018735402,
1/25/2021,-0.002716384,-0.031848711,-0.020771779,0.049042667,-0.040609755,-0.014694259,0.00113199,0.010547321,0.011716167,-0.050457811,-0.052666637,-0.009099933,0.003853411,
1/27/2021,-0.017509728,-0.030768255,-0.003639389,-0.010057784,0.038326229,-0.033079841,-0.013342434,0.007445127,0.003840473,0.003077554,-0.023731892,-0.014192686,0.027216592,
1/28/2021,-0.017821782,0.00209302,0.001669772,-0.00884292,-0.007592571,-0.016720713,-0.005959147,-0.013657601,-0.01430256,0.003068112,0.01276748,-0.005081301,0.002809699,
1/29/2021,-0.018749975,-0.014068008,0.000833494,0.00284738,0.006944473,-0.019767062,0.017754165,0.010479824,-0.01510714,0.034053859,0.020955063,0.004256043,0.013308677,
2/1/2021,0.07170734,0.016802687,0.007703544,-0.012871452,-0.026417271,0.084721149,0.014952438,0.015815006,0.007578513,0.06941428,0.022446603,0.035090609,-0.005419482,
2/2/2021,0.059240847,0.006475142,0.011157012,0.025886865,-0.004202185,0.030919841,0.036830357,0.047976462,0.001985635,0.009588811,0.01607548,0.061578837,0.061634682,
2/3/2021,-0.026425295,-0.004059018,0.004290981,0.004112172,-0.008801602,0.016754437,0.011194859,-0.009279486,0.04227722,0.005662056,0.020071629,0.032860209,0.003142431,
2/4/2021,0.014128974,-0.021131724,0.02787388,0.008935197,0.005230567,0.001553495,0.017244998,0.01274813,0.032380776,0.027061433,0.018403564,0.18984313,0.030438327,
2/5/2021,-0.005316268,-0.010429698,-0.012371338,0.008118126,-0.007623486,0.005078017,0.001465074,-0.016673601,0.003962482,-0.010433288,-0.026064573,0.007783094,-0.016314986,
2/8/2021,0.011242235,0.01687182,0.02334902,0.05069537,-0.004511586,0.004354252,0.010031322,0.031254166,-0.006893115,0.00035742,0.024700482,-0.010338799,-0.000927104,
2/9/2021,-0.013850987,0.037238553,-0.019682762,-0.01323807,-0.004164655,0.005012147,-0.049451675,-0.017915598,-0.009571775,0.009467645,-0.015184299,-0.000503492,-0.015260472,
2/10/2021,0.004989858,0.001495901,-0.019078989,0.027007922,0.004551061,0.007298756,0.012189826,0.052455177,0.037131203,-0.00937885,0.003083683,0.050497466,-0.003874257,
2/11/2021,0.018389114,-0.002031426,-0.003462347,0.030938467,-0.022039916,-0.00234903,-0.01827957,0.014273056,0.035638399,-0.017506231,0.018214618,0.00179813,-0.002023481,
2/12/2021,0.001986343,-0.007742926,0.05763338,0.001167076,-0.001126862,0.011193183,0.008324179,0.118818842,0.013312312,-0.001818182,0.003094672,-0.019743927,0.017853329,
2/15/2021,0.021445239,-0.011805678,-0.016521716,0.030141508,-0.009902185,0.024699965,0.03302197,0.024546182,-0.001609771,0.033151206,-0.006621714,0.015991181,0.009158211,
2/16/2021,0.002293556,-0.002645772,0.007368111,-0.005981169,0.006962906,-0.000629289,-0.014511028,-0.02814034,0.01388676,-0.006170663,0.00473431,-0.017782035,0.011510434,
2/17/2021,0.00915334,-0.025344392,-0.011897808,0.025369938,-0.005406146,-0.018645097,-0.008536065,0.020570923,0.009182325,-0.038850495,0.02054433,0.001467905,-0.032516423,
2/18/2021,-0.013431035,0.034587484,0.008882748,0.00301352,0.007963657,-0.021459067,-0.007102924,-0.023191584,-0.017231751,-0.012735259,-0.004469434,0.012336601,0.01985646,
2/19/2021,-0.02652051,-0.021977152,0.008608871,0.003162555,-0.005141756,-0.00140242,-0.009104665,-0.028654362,0.002379216,0.007478033,-0.013542594,0.013996183,0.012919976,
2/22/2021,-0.030330461,-0.012166568,-0.031037827,-0.038619166,-0.024076611,-0.03259406,-0.015095152,0.03660641,0.008513932,-0.003896895,0.00714635,-0.045930552,-0.015290998,
2/23/2021,-0.008428544,-0.006221109,-0.027327315,-0.018363685,-0.012658212,-0.008804787,-0.006219499,-0.017869388,-0.033512407,-0.003166938,0.005639205,-0.00099774,0.033786556,
2/24/2021,0.013978019,-0.004573752,0.020994096,0.017704986,-0.002747301,0.030111047,0.042467591,-0.010687101,0.004976191,0.000560734,0.003565008,0.01535579,0.005804118,
2/25/2021,0.04210141,0.005251192,-0.0136075,0.013950435,0.006427948,-0.008512621,-0.001286463,-0.002833759,-0.003898032,0.004669406,0.002849392,-0.002582043,-0.019516073,
2/26/2021,-0.02216665,-0.04067406,-0.022481096,-0.008740634,0.004040635,-0.054121523,-0.002361476,0.025385763,0.001639331,0.006320809,-0.013246797,-0.009492125,0.024299729,
3/1/2021,0.016087729,0.037370499,-0.007526606,0.003918947,0.003505144,0.026226707,-0.020443296,-0.010211746,-0.010189497,0.003510114,0.009797304,-0.001742407,0.02727432,
3/2/2021,0.003238553,0.011895125,-0.011796937,0.024398179,0.002328574,-0.016116654,0.008347952,-0.011143857,0.026136121,0.012702436,0.011553917,0.086398268,0.004176945,
3/3/2021,0.011836508,0.00489466,0.03602642,0.013496348,0.009163703,0.03545238,-0.001089325,0.024439395,0.011539635,0.009452849,-0.00911559,0.001032779,0.008629987,
3/4/2021,0.035093916,0.006244536,0.039711909,0.003760026,0.015091428,-0.027100815,0.017884432,0.030200683,0.001798561,0.002521204,-0.001884159,0.007910151,-0.009741206,
3/5/2021,-0.024657576,-0.012411567,0.002374851,0.01154981,0.01877279,-0.015118392,-0.014356143,-0.014927775,0.017850756,-0.005209313,-0.000407202,-0.034804409,-0.000670231,
3/8/2021,0.003335717,-0.001843302,0.007699889,-0.00570892,0.00902801,-0.013227683,-0.007608696,0.002815081,0.005341922,0.02022393,0.001555249,0.049964678,-0.008454436,
3/9/2021,0.018547639,0.016787678,0.059659056,-0.01350095,0.014952753,0.026710506,-0.009419469,0.049144188,-0.021655257,0.002477919,0.005767774,-0.005836153,-0.025458914,
3/10/2021,0.003264086,0.003818054,0.039290008,0.006921446,0.013162691,0.008730066,-0.000663464,0.007158404,0.021366027,0.021716079,0.004558285,0.017498307,0.005700689,
3/12/2021,-0.008561644,-0.012582436,0.061288051,-0.009842193,-0.02205006,-0.012231729,0.006196102,0.009108597,0.003009933,0.020044886,-0.004940169,-0.015533119,0.017892374,
3/15/2021,-0.020207275,-0.019301683,-0.033526109,-0.002682253,-0.021937843,-0.012655763,-0.011876016,0.00972731,-0.030159072,0.012705404,-0.001838776,-0.016792476,-0.034332547,
3/16/2021,0.006698375,0.048237833,-0.017084339,0.003480481,-0.005981293,-0.009899467,-0.003338527,-0.035249849,-0.007580811,0.051522229,-0.001400062,-0.00951404,0.020785315,
3/17/2021,-0.016459401,-0.018492321,0.015175534,-0.02144092,-0.031966904,0.002051524,0.000669983,0.004545278,-0.00810641,-0.004295182,-0.002102993,-0.028237431,-0.007049333,
3/18/2021,0.000712059,-0.007594008,-0.011819899,-0.0183664,-0.0159285,-0.000377632,-0.03057356,-0.031393615,-0.004295931,0.012941325,-0.029578142,-0.034417082,0.012665104,
3/19/2021,0.008539493,0.002786364,0.017678079,-0.028064953,0.046321819,0.006780325,0.007596727,-0.009973993,-0.018836119,0.027760214,0.031051168,0.040453858,-0.016561642,
3/22/2021,0.042864679,0.005992722,0.041223813,0.009456223,-0.016098589,7.91E-05,0.029243746,0.018873785,-0.023755924,-0.004297096,-0.000295636,-0.003793209,-0.008370579,
3/23/2021,0.029939127,-0.006348643,0.000415007,0.008364002,-0.020580309,-0.008669627,0.025305203,0.025443846,-0.000823949,-0.019882805,0.015265783,-0.032246592,-0.006712935,
3/24/2021,-0.002135078,0.013794963,-0.039907156,-0.004479118,-0.03171494,-0.017590304,0.013422845,-0.036512625,-0.040901608,-0.047491761,-0.00131061,0.002459117,-0.00168956,
3/25/2021,-0.031928842,-0.016922141,-0.021085295,0.000833195,-0.010648368,0.002027781,-0.008545183,0.005338787,0.030952654,0.002971748,-0.005249588,0.017539541,0.008916856,
3/26/2021,0.002720122,0.042856529,0.016860853,0.007659069,0.044550425,0.025093595,0.013574634,0.010350849,-0.000667158,0.02600821,0.019313209,-0.009884223,0.008612679,
3/30/2021,0.016785393,0.029100113,0.042451622,0.039491016,0.006521455,0.028782905,-0.02062071,0.034493834,0.041170579,-0.004171307,-0.009383711,0.016922283,0.006454015,
